ID,HanChar,GroundTruth,ImageBox
DVSKTT_thu.I.5a.6,謹事郎翰林院校理臣际,謹事郎翰林院校理臣阮邁,"[[80.0, 100.0], [127.81818181818181, 100.0], [106.0, 536.3636363636364], [102.72727272727272, 536.3636363636364]]"
DVSKTT_thu.I.5a.7,謹事佐郎翰林院校討臣阮湖,謹事佐郎翰林院校討臣阮湖,"[[50.0, 103.0], [99.54545454545455, 103.0], [75.0, 584.9090909090909], [74.54545454545455, 584.9090909090909]]"
DVSKTT_thu.I.5a.8,謹事佐郎翰林院技討臣吳公擢,謹事佐郎翰林院校討臣吳公擢,"[[20.0, 102.0], [67.63636363636363, 102.0], [44.0, 622.0], [43.63636363636363, 622.0]]"
DVSKTT_thu.I.5b.0,進功郎昭文館司訓臣陳附,進功郎昭文舘司訓臣陳附翼,"[[240.0, 100.0], [293.3636363636364, 100.0], [267.0, 602.090909090909], [265.45454545454544, 602.090909090909]]"
DVSKTT_thu.I.5b.1,進功郎昭文馆訓臣社公,進功郎昭文舘司訓臣杜公弼,"[[211.0, 99.0], [260.54545454545456, 99.0], [236.0, 588.5454545454545], [235.54545454545453, 588.5454545454545]]"
DVSKTT_thu.I.5b.2,内差特進金紫榮禄大夫司禮监總太监,内差特進金紫榮禄大夫司禮監總太監,"[[180.0, 98.0], [205.0, 98.0], [530.4545454545455, 449.72727272727275], [505.45454545454544, 449.72727272727275]]"
DVSKTT_thu.I.5b.3,副知侍内書寫兵番寛海侯臣范,副知侍内書寫兵番寬海侯臣范廷僚,"[[149.9090909090909, 119.0], [174.9090909090909, 119.0], [480.3636363636363, 453.6363636363636], [455.3636363636363, 453.6363636363636]]"
DVSKTT_thu.I.5b.4,奉监腾,奉監謄刊,"[[121.0, 120.0], [170.54545454545453, 120.0], [146.0, 291.45454545454544], [145.54545454545453, 291.45454545454544]]"
DVSKTT_thu.I.5b.5,内差特进金紫禄大夫司禮监同知监,内差特進金紫榮禄大夫司禮監同知監,"[[89.9090909090909, 98.0], [138.54545454545453, 98.0], [114.0, 745.6363636363636], [112.63636363636363, 745.6363636363636]]"
DVSKTT_thu.I.5b.6,事点知步兵書令史校義侯臣际成,事僉知歩兵書寫令史校義侯臣阮成名,"[[59.0, 121.0], [110.45454545454545, 121.0], [85.0, 734.3636363636363], [83.54545454545455, 734.3636363636363]]"
DVSKTT_thu.I.5b.7,奉监腾列,奉監謄刊,"[[32.0, 115.0], [79.63636363636363, 115.0], [56.0, 296.0], [54.72727272727273, 296.0]]"
DVSKTT_thu.I.5b.8,内差特进金紫崇禄大夫司楼监左监丞,内差特進金紫榮禄大夫司禮監左監丞,"[[2.0, 97.0], [49.63636363636363, 97.0], [26.0, 749.4545454545455], [23.818181818181817, 749.4545454545455]]"
DVSKTT_thu.I.6a.0,珪祥侯阮俊堂奉监腾刊,珪祥侯臣阮俊堂奉監謄刊,"[[252.0, 126.0], [299.6363636363636, 126.0], [276.0, 587.9090909090909], [275.6363636363636, 587.9090909090909]]"
DVSKTT_thu.I.6a.1,内差特進金业崇禄大夫司禮监左監永,内差特進金紫縈禄大夫司禮監左監丞,"[[224.0, 104.0], [269.72727272727275, 104.0], [247.0, 765.0], [246.72727272727272, 765.0]]"
DVSKTT_thu.I.6a.2,望祥侯臣吴冠倫奉监腾刊,望祥侯臣吳冠倫奉監謄刊,"[[194.0, 126.0], [242.72727272727272, 126.0], [220.0, 581.2727272727273], [218.54545454545453, 581.2727272727273]]"
DVSKTT_thu.I.6a.3,特進金紫崇禄大夫少卿副勾普将臣吏,特進金紫縈禄大夫少卿副勾󰧇将臣吏,"[[493.0, 105.0], [519.0, 105.0], [189.0, 460.6363636363636], [163.0, 460.6363636363636]]"
DVSKTT_thu.I.6a.4,耀堂子臣吴德勝奉者腾寫,燿堂子臣吳德勝奉㸔謄寫,"[[133.0, 130.0], [184.45454545454544, 130.0], [183.54545454545453, 611.9090909090909], [157.54545454545453, 611.9090909090909]]"
DVSKTT_thu.I.6a.5,副該合将臣吏少卿洪左男臣黎仕勲,副該合将臣吏少卿洪江男臣棃仕勳,"[[105.0, 126.0], [150.72727272727272, 126.0], [128.0, 746.0], [127.72727272727272, 746.0]]"
DVSKTT_thu.I.6a.6,奉属首腾,奉属㸔謄,"[[73.0, 144.0], [120.63636363636363, 144.0], [120.63636363636363, 325.0], [96.63636363636363, 325.0]]"
DVSKTT_thu.I.6a.7,優中侍内書寫兵番高登朝奉腾,優中侍内書寫兵番臣髙登朝奉謄,"[[44.0, 124.0], [92.63636363636363, 124.0], [69.0, 714.5454545454545], [68.54545454545455, 714.5454545454545]]"
DVSKTT_thu.I.6a.8,優中侍内書寫兵番社公廉奉腾,優中侍内書寫兵番臣杜公廉奉謄,"[[12.0, 124.0], [62.54545454545455, 124.0], [38.0, 709.7272727272727], [35.63636363636363, 709.7272727272727]]"
DVSKTT_thu.I.6b.0,書寫水兵番臣鄧有斐奉腾,書寫水兵番臣鄧有斐奉謄,"[[241.0, 201.0], [290.72727272727275, 201.0], [268.90909090909093, 654.3636363636364], [265.54545454545456, 654.3636363636364]]"
DVSKTT_thu.I.6b.1,優中都史元有德奉腾,優中都吏臣阮有德奉謄,"[[211.0, 123.0], [260.54545454545456, 123.0], [236.0, 536.3636363636364], [235.54545454545453, 536.3636363636364]]"
DVSKTT_thu.I.6b.2,梓人红蓼柳幢等社人奉刊,梓人紅录柳幢等社人奉刊,"[[60.0, 180.0], [87.0, 180.0], [317.9090909090909, 437.45454545454544], [290.9090909090909, 437.45454545454544]]"
DVSKTT_thu.VII.10a.0,城夫以雪執使之耻權超宋师以挫必勝之,城主以雪執使之耻摧趙宋師以挫必勝之謀,"[[254.8181818181818, 55.0], [300.6363636363636, 55.0], [277.0, 795.090909090909], [274.8181818181818, 795.090909090909]]"
DVSKTT_thu.VII.10a.1,用洪献巨俩徐穆子安之流為之左右耕籍田,用洪献巨俩徐穆子安之流為之左右耕籍田,"[[225.9090909090909, 59.0], [274.54545454545456, 59.0], [250.0, 788.5454545454545], [246.8181818181818, 788.5454545454545]]"
DVSKTT_thu.VII.10a.2,於龍隊徵處士於教内进用賢良創立學校有,於龍隊徵處士於象山󰱇用賢良創立𭓇校有,"[[197.8181818181818, 58.0], [246.54545454545453, 58.0], [222.0, 793.2727272727273], [217.8181818181818, 793.2727272727273]]"
DVSKTT_thu.VII.10a.3,帝王之大界然土未繁興以金王而動其宫室,帝王之大畧然土木繁興以金玉而飭其宫室,"[[166.8181818181818, 57.0], [214.54545454545453, 57.0], [190.0, 796.090909090909], [187.72727272727272, 796.090909090909]]"
DVSKTT_thu.VII.10a.4,干戈屡起以草养而税其人民雖歡不衰其可,干戈屡起以草芥而視其人民雖欲不衰其可,"[[135.9090909090909, 58.0], [184.54545454545453, 58.0], [160.0, 791.3636363636363], [158.63636363636363, 791.3636363636363]]"
DVSKTT_thu.VII.10a.5,得乎中宗奉大行之遗詔八承國统赦弟纂,得乎中宗奉大行之遺詔入承國統赦母弟簒,"[[107.9090909090909, 57.0], [155.63636363636363, 57.0], [132.0, 794.1818181818181], [128.8181818181818, 794.1818181818181]]"
DVSKTT_thu.VII.10a.6,就之罪而政失终柔懦卧朝不君狱无聚以,弑之罪而政失於柔懦卧朝不君弑兄虐眾以,"[[77.0, 57.0], [128.54545454545453, 57.0], [104.0, 790.3636363636363], [100.63636363636363, 790.3636363636363]]"
DVSKTT_thu.VII.10a.7,火焦刀锯面為刑以水抄水单面希乱,火焦刀鋸而爲刑以木杪水牢而為獄溺乱女,"[[49.0, 58.0], [94.81818181818181, 58.0], [73.0, 787.5454545454545], [70.81818181818181, 787.5454545454545]]"
DVSKTT_thu.VII.10a.8,色伐性傷生雖欲不其可得乎盖大行之典,色伐性傷生雖欲不亡其可得乎盖大行之興,"[[18.0, 56.0], [66.63636363636363, 56.0], [43.0, 796.0], [40.72727272727273, 796.0]]"
DVSKTT_thu.VII.10b.0,雖自於聚心及其亡也亦由三之不正大,雖出於眾心及其亡也亦由三綱之不正焉大,"[[243.0, 56.0], [270.0, 56.0], [634.5454545454545, 446.54545454545456], [607.5454545454545, 446.54545454545456]]"
DVSKTT_thu.VII.10b.1,行废丁是之子而降為王則無君臣之生,行廢丁皇之子而降為衛王則無君臣之󰒂生,"[[215.72727272727272, 57.0], [240.72727272727272, 57.0], [258.9090909090909, 786.5454545454545], [233.9090909090909, 786.5454545454545]]"
DVSKTT_thu.VII.10b.2,子有九而不早定皇储則無父子之恩立后有,子有九而不早定皇儲則無父子之恩立后有,"[[185.54545454545453, 56.0], [236.27272727272728, 56.0], [209.0, 789.3636363636363], [203.72727272727272, 789.3636363636363]]"
DVSKTT_thu.VII.10b.3,五而上蒸丁反則無夫婦之道知有面不知,五而上蒸丁后則無夫婦之道知有欲而不知,"[[155.0, 56.0], [202.63636363636363, 56.0], [179.0, 787.4545454545455], [176.8181818181818, 787.4545454545455]]"
DVSKTT_thu.VII.10b.4,有．知有身而不知有子好殺而不好生好刑,有󰒂知有身而不知有子好殺而不好生好刑,"[[124.9090909090909, 56.0], [171.63636363636363, 56.0], [148.0, 791.2727272727273], [145.8181818181818, 791.2727272727273]]"
DVSKTT_thu.VII.10b.5,而不好德身既亡而随臧由不仁之積也李,而不好德身既亡而國隨滅由不仁之積也李,"[[94.9090909090909, 56.0], [147.36363636363637, 56.0], [121.0, 796.0], [118.54545454545455, 796.0]]"
DVSKTT_thu.VII.10b.6,太祖因卧朝之失德畅震文之休祥應天顺人,太祖因卧朝之失德恊震文之休祥應天順人,"[[65.81818181818181, 53.0], [115.45454545454545, 53.0], [90.0, 789.2727272727273], [87.63636363636363, 789.2727272727273]]"
DVSKTT_thu.VII.10b.7,乘寺啓运有宽仁之大度有宏遗之规摸都,乘時啓運有寬人之大度有宏遠之䂓模迁都,"[[38.72727272727273, 56.0], [87.45454545454545, 56.0], [62.0, 789.3636363636363], [58.72727272727273, 789.3636363636363]]"
DVSKTT_thu.VII.10b.8,定鼎敬天愛民田租有服賦牧有制南地通,定鼎敬天愛民田租有賜賦役有制南北通好,"[[9.909090909090908, 55.0], [56.63636363636363, 55.0], [33.0, 793.1818181818181], [30.818181818181817, 793.1818181818181]]"
DVSKTT_thu.VII.11a.0,天下曼然然聖学不圆儒展未振僧无半於民,天下晏然然聖𭓇不開儒風未振僧尼半於民,"[[251.54545454545453, 62.0], [298.45454545454544, 62.0], [292.09090909090907, 785.8181818181818], [266.09090909090907, 785.8181818181818]]"
DVSKTT_thu.VII.11a.1,間佛寺满於天下氣業垂統之道也太宗勇,間佛寺滿於天下非創業垂統之道也太宗勇,"[[221.54545454545453, 62.0], [270.3636363636364, 62.0], [244.0, 791.5454545454545], [238.8181818181818, 791.5454545454545]]"
DVSKTT_thu.VII.11a.2,智無全征伐四克有孝友之德習之文討,智兼全征伐四克友好友之德習禮樂之文討,"[[192.63636363636363, 61.0], [242.36363636363637, 61.0], [238.72727272727272, 790.5454545454545], [211.72727272727272, 790.5454545454545]]"
DVSKTT_thu.VII.11a.3,賊平戎勸耕籍伸究有鏈制刑有律為守成,賊平戎勸農耕籍伸寃有鍾制刑有律爲守成,"[[159.0, 58.0], [187.0, 58.0], [552.4545454545455, 452.3636363636364], [524.4545454545455, 452.3636363636364]]"
DVSKTT_thu.VII.11a.4,之今主也然耽倦詩倡之禅惑西天敬調之,之令主也然耽僊遊詩偈之禅感西天𰙔調之,"[[132.72727272727272, 60.0], [183.36363636363637, 60.0], [179.72727272727272, 788.6363636363636], [152.72727272727272, 788.6363636363636]]"
DVSKTT_thu.VII.11a.5,曲求經國子民之道也示恤天重最柔遂,曲非經國子民之道也聖宗恤民重農柔遠䏻,"[[104.63636363636364, 60.0], [152.45454545454544, 60.0], [127.0, 789.5454545454545], [122.81818181818181, 789.5454545454545]]"
DVSKTT_thu.VII.11a.6,置轉學之科重庶之令秘閣之有其官,迩置博𭓇之科重養廉之令秘閣之有其官明,"[[73.0, 62.0], [121.63636363636363, 62.0], [98.0, 785.8181818181818], [94.81818181818181, 785.8181818181818]]"
DVSKTT_thu.VII.11a.7,偷之有其制文臀武海内寧為嗣德之賢,倫之有其制文脩武僃海内謐寕爲嗣德之賢,"[[44.72727272727273, 59.0], [95.36363636363636, 59.0], [69.0, 790.4545454545455], [65.63636363636363, 790.4545454545455]]"
DVSKTT_thu.VII.11a.8,君也然疲民力以築報天之塔覆民財以造露,君也然疲民力以築報天之㙮費民財以造霪,"[[14.909090909090908, 61.0], [62.63636363636363, 61.0], [39.0, 790.5454545454545], [34.90909090909091, 790.5454545454545]]"
DVSKTT_thu.VII.11b.0,潭之宫此其短也后宗天资半稱為盛德重,潭之宫此其短也仁宗天資仁孝稱爲盛德重,"[[243.0, 56.0], [292.54545454545456, 56.0], [268.0, 815.090909090909], [267.54545454545456, 815.090909090909]]"
DVSKTT_thu.VII.11b.1,各臣之送置進士之科待經筵之有其官開言,名臣之󰱇置進士之科侍經筵之有其官開言,"[[212.0, 54.0], [262.54545454545456, 54.0], [238.0, 815.9090909090909], [235.63636363636363, 815.9090909090909]]"
DVSKTT_thu.VII.11b.2,路之有其詔求賢納諫薄賦輕後故身致太,路之有其詔求賢納諫薄賦輕徭故䏻身致太,"[[182.9090909090909, 55.0], [233.45454545454544, 55.0], [208.0, 810.2727272727273], [205.63636363636363, 810.2727272727273]]"
DVSKTT_thu.VII.11b.3,平俗臻富是為承平之会走也然開賢出宴,平俗臻殷富足為承平之令主也然開覧山宴,"[[154.0, 57.81818181818182], [180.0, 57.81818181818182], [557.2727272727273, 459.54545454545456], [531.2727272727273, 459.54545454545456]]"
DVSKTT_thu.VII.11b.4,面咱毋后之盘鑄龟陷像之簧惑,而咱母后之盤遊鑄龜田鍾而𨺻僧尼之簧惑,"[[124.0, 56.0], [166.9090909090909, 56.0], [146.0, 813.1818181818181], [145.8181818181818, 813.1818181818181]]"
DVSKTT_thu.VII.11b.5,此其失也神宗將政立事任贤使肤宏司之,此其失也神宗脩政立事任賢使䏻設宏詞之,"[[93.0, 56.0], [139.72727272727272, 56.0], [117.0, 810.3636363636363], [114.81818181818181, 810.3636363636363]]"
DVSKTT_thu.VII.11b.6,科定兵账之命政則勤矣然酷好祥瑞柴尚浮,科定兵農之令政則勤矣然酷好祥瑞崇尚浮,"[[63.0, 56.0], [466.09090909090907, 56.0], [87.0, 458.72727272727275], [442.09090909090907, 458.72727272727275]]"
DVSKTT_thu.VII.11b.7,屠破敵而婦功於佛献鹿而得滥其官何其悬,屠破敵而㱕功於佛献鹿而得濫其官何其愚,"[[34.0, 57.0], [78.81818181818181, 57.0], [57.0, 817.0], [54.90909090909091, 817.0]]"
DVSKTT_thu.VII.11b.8,也英宗敬武之以嚴武孔子之庙 A,也英宗設講武之塲以嚴武僃脩孔子之庙以,"[[7.0, 56.0], [47.09090909090909, 56.0], [33.45454545454545, 802.0], [21.545454545454547, 802.0]]"
DVSKTT_thu.VII.12a.0,振文風籍田有新圖法有立治則詳矣然邪,振文風籍田有耕圜法有立治則詳矣然儉邪,"[[258.6363636363636, 57.0], [306.45454545454544, 57.0], [281.0, 810.3636363636363], [276.8181818181818, 810.3636363636363]]"
DVSKTT_thu.VII.12a.1,莫辨赏罰不明竈仁奸臣而開象脚之路崇信,莫辨賞罰不明𫳭任奸臣而開象脚之路崇信,"[[231.36363636363637, 55.0], [280.27272727272725, 55.0], [253.0, 812.1818181818181], [246.8181818181818, 812.1818181818181]]"
DVSKTT_thu.VII.12a.2,佛老而制僧道之科何其暗也高宗初年專任,佛老而制僧道之科何其暗也髙宗初年專任,"[[200.54545454545453, 56.0], [249.36363636363637, 56.0], [244.8181818181818, 809.3636363636363], [217.8181818181818, 809.3636363636363]]"
DVSKTT_thu.VII.12a.3,蘇憲裁李敬脩之賢臣共国政治账食有命,蘇憲誠李敬脩之賢臣共圖政治賑貧有令求,"[[167.8181818181818, 55.0], [219.36363636363637, 55.0], [193.0, 809.3636363636363], [189.63636363636363, 809.3636363636363]]"
DVSKTT_thu.VII.12a.4,賢有認故天资嘉瑞以前其政猶有可觀至天,賢有詔故天資嘉瑞以前其政猶有可觀至天,"[[136.72727272727272, 55.0], [187.36363636363637, 55.0], [161.0, 810.2727272727273], [158.54545454545453, 810.2727272727273]]"
DVSKTT_thu.VII.12a.5,嘉寳祐以後土木蜡典盗賊蜂起面亡國之魂,嘉寳祐以後土木蝟興盗賊蜂起而亡國之兆,"[[105.0, 53.0], [132.0, 53.0], [507.45454545454544, 456.45454545454544], [480.45454545454544, 456.45454545454544]]"
DVSKTT_thu.VII.12a.6,庙於此矣惠宗縱荒委政蘇忠嗣陳,已萌於此矣惠宗󰱏縱荒淫委政蘇忠嗣陳慶,"[[79.45454545454545, 55.0], [129.27272727272728, 55.0], [124.72727272727272, 810.2727272727273], [96.72727272727272, 810.2727272727273]]"
DVSKTT_thu.VII.12a.7,之權臣君弱臣强天恶人怒政暴刑繁民富,餘之權臣君弱臣強天怨民怒政暴刑繁民窮,"[[47.72727272727273, 55.0], [98.36363636363636, 55.0], [72.0, 810.2727272727273], [67.72727272727272, 810.2727272727273]]"
DVSKTT_thu.VII.12a.8,盗起而丧國之兆已决於斯矣加以昭皇女主,盗起而䘮國之兆以决於斯矣加以昭皇女主,"[[15.818181818181818, 52.0], [64.54545454545455, 52.0], [40.0, 806.3636363636363], [35.81818181818181, 806.3636363636363]]"
DVSKTT_thu.VII.12b.0,負荷不堪陳氏因之以後李可腾惜抑又,負苛不堪陳氏因之以移李祚可勝惜㢤抑又,"[[243.0, 57.0], [290.6363636363636, 57.0], [267.0, 812.2727272727273], [265.72727272727275, 812.2727272727273]]"
DVSKTT_thu.VII.12b.1,之李朝之诗世更八帝傳花二百餘年所可,論之李朝之時世更八帝傳祚二百餘年所可,"[[212.0, 56.0], [259.6363636363636, 56.0], [236.0, 816.0], [234.72727272727272, 816.0]]"
DVSKTT_thu.VII.12b.2,者太祖有帝王之量太宗有智男之资要示,稱者太祖有帝王之量太宗有智勇之資聖宗,"[[182.0, 58.0], [228.72727272727272, 58.0], [206.0, 810.4545454545455], [204.72727272727272, 810.4545454545455]]"
DVSKTT_thu.VII.12b.3,有爱天之仁仁宗有惠氏之德然太祖立后者,有愛民之仁仁宗有惠民之德然太祖立后者,"[[151.0, 55.0], [196.72727272727272, 55.0], [174.0, 815.0], [173.72727272727272, 815.0]]"
DVSKTT_thu.VII.12b.4,三情牵於爱而家道不正太宗制峯有五當衰,三情牽於爱而家道不正太宗制峯有五當哀,"[[121.0, 57.0], [166.72727272727272, 57.0], [144.0, 818.9090909090909], [143.72727272727272, 818.9090909090909]]"
DVSKTT_thu.VII.12b.5,而樂而孝道以虧望崇蹈太祖之辙面立后過,而樂而孝道以𧇊聖宗蹈太祖之轍而立后過,"[[89.0, 57.90909090909091], [494.18181818181813, 57.90909090909091], [116.0, 462.3636363636364], [467.18181818181813, 462.3636363636364]]"
DVSKTT_thu.VII.12b.6,制后宗惑生母之言而幽做嫡母至嫁百,制仁宗惑生母之言而幽殺嫡母至於禁嫁百,"[[60.90909090909091, 59.0], [109.63636363636363, 59.0], [86.0, 814.2727272727273], [82.72727272727272, 814.2727272727273]]"
DVSKTT_thu.VII.12b.7,官之女則神宗溺乱女色之迷也爱乱之,官之女則神宗溺乱女色之迷也爱養滛乱之,"[[31.0, 58.0], [79.63636363636363, 58.0], [56.0, 813.2727272727273], [54.63636363636363, 813.2727272727273]]"
DVSKTT_thu.VII.12b.8,臣則英宗婆竈人之道也高宗以荒為樂,臣則英宗嬖𫳭儉人之過也髙宗以荒滛爲樂,"[[2.909090909090909, 59.0], [49.72727272727273, 59.0], [27.0, 810.4545454545455], [23.818181818181817, 810.4545454545455]]"
DVSKTT_thu.VII.13a.0,惠宗以酒色自娱帝王将齐治平之道果如是,惠宗以酒色自娛帝王脩齊治平之道果如是,"[[250.0, 61.0], [275.0, 61.0], [641.3636363636363, 453.6363636363636], [616.3636363636363, 453.6363636363636]]"
DVSKTT_thu.VII.13a.1,乎在朝之臣則有李道成之拓孤憲誠之輔,乎在朝之臣則有李道成之托孤蘇憲誠之輔,"[[221.0, 61.0], [248.0, 61.0], [617.090909090909, 456.45454545454544], [590.090909090909, 456.45454545454544]]"
DVSKTT_thu.VII.13a.2,政彷佛乎尹恩公之患爱固可嘉矣至於陶,政彷彿乎伊尹周公之忠爱固可嘉矣至於陶,"[[194.72727272727272, 59.0], [245.36363636363637, 59.0], [219.0, 802.8181818181818], [213.8181818181818, 802.8181818181818]]"
DVSKTT_thu.VII.13a.3,茸沐陶碩輔梁仁文商處中李道紀廖嘉貞金,甘沐陶碩輔梁任文陶處中李道紀廖嘉貞金,"[[164.72727272727272, 57.0], [215.36363636363637, 57.0], [210.8181818181818, 804.6363636363636], [183.8181818181818, 804.6363636363636]]"
DVSKTT_thu.VII.13a.4,英傑曹良楊景道魏仲创儒李公平黄,英傑曹良翰楊景通魏仲弘刘禹儞李公平黄,"[[133.9090909090909, 61.0], [180.63636363636363, 61.0], [178.8181818181818, 804.8181818181818], [154.8181818181818, 804.8181818181818]]"
DVSKTT_thu.VII.13a.5,義贤李敬脩之諸彦不能正其君以成俗宜其,義賢李敬脩之諸彦不䏻正其君以成俗宜其,"[[104.0, 60.0], [153.54545454545453, 60.0], [129.0, 803.8181818181818], [126.72727272727272, 803.8181818181818]]"
DVSKTT_thu.VII.13a.6,治之不古若也他如英武之骄海譚以蒙之,治之不古若也他如杜英武之驕滛譚以𫎇之,"[[75.0, 61.0], [99.0, 61.0], [466.27272727272725, 452.72727272727275], [442.27272727272725, 452.72727272727275]]"
DVSKTT_thu.VII.13a.7,暴横何是道我陳太宗應天命之帰受昭皇之,暴横何足道㢤陳太宗應天命之㱕受昭皇之,"[[46.81818181818182, 60.0], [97.54545454545455, 60.0], [73.0, 799.090909090909], [67.72727272727272, 799.090909090909]]"
DVSKTT_thu.VII.13a.8,禅有仁厚之德有商重之容討叛保民談科取,樿有仁厚之德有簡重之容討叛保民設科取,"[[14.909090909090908, 60.0], [65.45454545454545, 60.0], [40.0, 800.0], [37.63636363636363, 800.0]]"
DVSKTT_thu.VII.13b.0,士宰相則挥宗室贤能朝典则定禮俊刑律酿,士宰相則擇宗室賢䏻朝典則定禮󰀩刑律陳,"[[241.0, 57.0], [290.72727272727275, 57.0], [268.90909090909093, 802.7272727272727], [267.3636363636364, 802.7272727272727]]"
DVSKTT_thu.VII.13b.1,家制度由此而興然懸德於唐祀之昏,家制度由此而興然閨門慙德踵於唐太之昏,"[[212.0, 58.0], [254.9090909090909, 58.0], [234.0, 801.8181818181818], [233.8181818181818, 801.8181818181818]]"
DVSKTT_thu.VII.13b.2,凤聖宗有仁怒之心有孝怀之德仁親腔族尊,風聖宗有仁恕之心有孝悌之德仁親睦族尊,"[[181.0, 61.63636363636363], [580.7272727272727, 61.63636363636363], [208.0, 456.6363636363636], [553.7272727272727, 456.6363636363636]]"
DVSKTT_thu.VII.13b.3,賢重道待經筵則举其贤良东宫则选其德,賢重道侍經筵則擇其賢良輔東宫則󰱇其德,"[[151.0, 58.0], [197.8181818181818, 58.0], [176.0, 805.6363636363636], [174.63636363636363, 805.6363636363636]]"
DVSKTT_thu.VII.13b.4,行陳家基業由此面固然样教魂流於武,行陳家基業由此而固然釋教󰱏心流於梁武,"[[121.0, 58.0], [169.63636363636363, 58.0], [146.0, 805.6363636363636], [145.54545454545453, 805.6363636363636]]"
DVSKTT_thu.VII.13b.5,之弊署行宗得聖贤之精有金之相體輝,之弊習仁宗得聖賢之精有金僊之相體質渾,"[[91.0, 60.0], [136.8181818181818, 60.0], [116.81818181818181, 807.6363636363636], [114.63636363636363, 807.6363636363636]]"
DVSKTT_thu.VII.13b.6,全慈仁和易下詔賑食而民心蓝国送将禦,全慈仁和易下詔賑貧而民心益固󰱇将禦戎,"[[62.0, 58.0], [108.81818181818181, 58.0], [87.9090909090909, 807.5454545454545], [86.54545454545455, 807.5454545454545]]"
DVSKTT_thu.VII.13b.7,而元冠以平重興事業映千古是為陈家之,而元㓂以平重興事業昭映千古足爲陳家之,"[[33.0, 59.0], [81.72727272727272, 59.0], [59.0, 806.6363636363636], [57.54545454545455, 806.6363636363636]]"
DVSKTT_thu.VII.13b.8,賢君然遊心辉典面桑天健之庵龄餐僧毛而,賢君然遊心釋典而築天健之庵給養僧尼而,"[[382.45454545454544, 57.90909090909091], [405.45454545454544, 57.90909090909091], [30.90909090909091, 454.9090909090909], [7.909090909090909, 454.9090909090909]]"
DVSKTT_thu.VII.14a.0,鑄普明之鼎求帝王之治也英宗定朝班文武,鑄普明之鼎非帝王之治也英宗定朝班文武,"[[257.0, 61.0], [297.0, 61.0], [277.0, 798.1818181818181], [277.0, 798.1818181818181]]"
DVSKTT_thu.VII.14a.1,之階制士人科奉之式大旱则録因大饥則聚,之階制士人科󰁮之式大旱則録囚大飢則賑,"[[228.9090909090909, 61.0], [276.6363636363636, 61.0], [253.0, 802.9090909090909], [250.72727272727272, 802.9090909090909]]"
DVSKTT_thu.VII.14a.2,貸治总養民政先風憲交物制度澳然一新亦,貸治急養民政先風憲文物制度渙然一新亦,"[[199.0, 59.0], [249.63636363636363, 59.0], [226.0, 804.7272727272727], [221.72727272727272, 804.7272727272727]]"
DVSKTT_thu.VII.14a.3,足為陳家之命主然從沙門於安子之由勞民,足為陳家之令主然從沙門於安子之山勞民,"[[168.0, 63.0], [217.54545454545453, 63.0], [193.0, 798.2727272727273], [191.63636363636363, 798.2727272727273]]"
DVSKTT_thu.VII.14a.4,力於英雲之闊冰帝王之量也明宗天性谦中,力於英雲之閣非帝王之量也明宗天性謙冲,"[[139.0, 60.0], [162.0, 60.0], [532.0, 454.8181818181818], [508.99999999999994, 454.8181818181818]]"
DVSKTT_thu.VII.14a.5,受英宗讓遊神於翰墨之娛馳筆於水雲之集,受英宗議逰神於翰墨之娛馳筆於水雲之集,"[[108.0, 61.0], [155.63636363636363, 61.0], [132.0, 801.0], [130.72727272727272, 801.0]]"
DVSKTT_thu.VII.14a.6,勸賢有茵答酒有戒似可矣然官制危多,勸賢有詩嗜酒有戒似可稱矣然官制冗多刑,"[[79.0, 61.0], [124.81818181818181, 61.0], [103.0, 801.0], [101.72727272727272, 801.0]]"
DVSKTT_thu.VII.14a.7,狱宪滥輕信克終之奸以致國填之死豈不,獄寃濫輕信克終之奸以致國頊之死𡸈不爲,"[[49.0, 62.0], [96.63636363636363, 62.0], [73.0, 803.0], [71.72727272727272, 803.0]]"
DVSKTT_thu.VII.14a.8,聰明之玻乎憲宗天資英睿运撫承平拱御書,聰明之玷乎憲宗天資英睿運撫承平撰御書,"[[387.99999999999994, 60.90909090909091], [412.99999999999994, 60.90909090909091], [43.0, 454.72727272727275], [18.0, 454.72727272727275]]"
DVSKTT_thu.VII.14b.0,則有集教皇子则有詩随朝学士之定其命著,則有集教皇子則有詩隨朝𭓇士之定其令著,"[[619.5454545454545, 60.0], [642.5454545454545, 60.0], [268.0, 458.8181818181818], [245.0, 458.8181818181818]]"
DVSKTT_thu.VII.14b.1,作典雅之有其官築石堤以防水患立倉漕以,作典雅之有其官築石堤以防水患立倉漕以,"[[214.0, 60.0], [260.8181818181818, 60.0], [239.0, 811.4545454545455], [236.72727272727272, 811.4545454545455]]"
DVSKTT_thu.VII.14b.2,聚流民亦可嘉突然道遗於耳露之峰勤於,賑流民亦可嘉矣然逍遙於甘露之峰勤懇於,"[[182.0, 58.0], [233.54545454545453, 58.0], [209.0, 815.1818181818181], [207.45454545454544, 815.1818181818181]]"
DVSKTT_thu.VII.14b.3,瑷林之佛逐日歲以為與频年炎異而不觉,瓊林之佛逐日博戲以爲娛頻年災異而不𮗓,"[[151.0, 58.0], [197.8181818181818, 58.0], [177.8181818181818, 819.9090909090909], [175.54545454545453, 819.9090909090909]]"
